signs,sentence
moi vouloir aide comprendre,Je veux de l'aide.
moi vouloir aide aller,Je veux de l'aide.
moi vouloir aide changer,Je veux de l'aide.
tu vouloir aide apprendre,Tu veux de l'aide.
tu vouloir aide comprendre,Tu veux de l'aide.
ami vouloir aide apprendre,Mon ami veut de l'aide.
nous vouloir aide apprendre,Nous voulons de l'aide.
nous vouloir aide comprendre,Nous voulons de l'aide.
moi non comprendre apprendre,Je ne comprends pas.
moi non comprendre aller,Je ne comprends pas.
moi non comprendre changer,Je ne comprends pas.
tu non comprendre aide,Tu ne comprends pas d'aide.
ami non comprendre aide,Mon ami ne comprend pas d'aide.
nous non comprendre aide,Nous ne comprenons pas d'aide.
moi comprendre aide,Je comprends de l'aide.
tu comprendre aide,Tu comprends de l'aide.
ami comprendre aide,Mon ami comprend de l'aide.
nous comprendre aide,Nous comprenons de l'aide.
moi apprendre aide,J'apprends de l'aide.
tu apprendre aide,Tu apprends de l'aide.
ami apprendre aide,Mon ami apprend de l'aide.
nous apprendre aide,Nous apprenons de l'aide.
moi changer aide,Je change de l'aide.
tu changer aide,Tu changes de l'aide.
ami changer aide,Mon ami change de l'aide.
moi comprendre ami apprendre,Je comprends mon ami.
moi vouloir ami apprendre,Je veux mon ami.
moi vouloir tu apprendre,Je veux apprendre.
moi vouloir ami aller,Je veux mon ami.
moi vouloir tu aller avec moi,Je veux aller avec moi.
tu vouloir moi apprendre,Tu veux apprendre.
tu vouloir moi aller avec tu,Tu veux aller avec toi.
ami vouloir moi apprendre,Mon ami veut apprendre.
ami vouloir moi aller avec ami,Mon ami veut aller avec mon ami.
nous vouloir ami apprendre,Nous voulons mon ami.
nous vouloir ami aller avec nous,Nous voulons mon ami avec nous.
moi aimer ami apprendre,J'aime mon ami.
moi aimer tu apprendre,Je t'aime apprendre.
moi aimer ami aller avec moi,J'aime mon ami avec moi.
tu aimer moi apprendre,Tu m'aimes apprendre.
nous aimer ami apprendre,Nous aimons mon ami.
moi attendre ami apprendre,J'attends mon ami.
moi attendre tu changer,Je t'attends changer.
ami attendre moi changer,Mon ami m'attend changer.
nous attendre ami changer,Nous attendons mon ami.
moi non vouloir ami aller,Je ne veux pas mon ami.
tu non vouloir moi aller,Tu ne veux pas aller.
ami non vouloir moi aller,Mon ami ne veut pas aller.
moi non aimer ami aller,Je n'aime pas mon ami.
tu non aimer moi aller,Tu ne m'aimes pas aller.
moi non aimer tu aller,Je ne t'aime pas aller.
moi non aimer ami changer,Je n'aime pas mon ami.
tu non aimer moi changer,Tu ne m'aimes pas changer.
aujourd hui moi vouloir ami apprendre,Aujourd'hui je veux mon ami.
aujourd hui moi vouloir ami aller,Aujourd'hui je veux mon ami.
aujourd hui tu vouloir moi apprendre,Aujourd'hui tu veux apprendre.
aujourd hui ami vouloir moi aller,Aujourd'hui mon ami veut aller.
bientot moi vouloir ami apprendre,Je veux mon ami bientôt.
oui moi vouloir ami apprendre,Oui je veux mon ami !
oui tu vouloir moi apprendre,Oui tu veux apprendre !
non moi non vouloir ami aller,Non je ne veux pas mon ami !
non ami non vouloir moi aller,Non mon ami ne veut pas aller !
comment moi vouloir ami apprendre,Comment je veux mon ami ?
comment tu vouloir moi apprendre,Comment tu veux apprendre ?
comment ami vouloir moi changer,Comment mon ami veut changer ?
moi aimer tu,Je t'aime.
ami aimer nous,Mon ami aime nous.
nous aimer tu,Nous t'aimons.
moi aimer moi,J'aime.
moi non aimer moi,Je n'aime pas.
tu aimer tu,Tu aimes.
moi vouloir moi changer,Je veux changer.
moi vouloir moi apprendre,Je veux apprendre.
moi vouloir moi comprendre,Je veux comprendre.
moi donner aide moi,Je donne de l'aide.
moi attendre moi,J'attends.
moi comprendre moi,Je comprends.
moi non comprendre moi,Je ne comprends pas.
moi bien moi,Moi bien moi.
tu bien tu,Toi bien toi.
ami bien ami,Mon ami bien mon ami.
moi vouloir moi bien,Je veux bien.
tu vouloir tu bien,Tu veux bien.
ami vouloir ami bien,Mon ami veut bien.
nous vouloir nous bien,Nous voulons bien.
moi vouloir moi apprendre bien,Je veux apprendre bien.
moi vouloir moi changer bien,Je veux changer bien.
moi vouloir moi comprendre bien,Je veux comprendre bien.
tu vouloir tu apprendre bien,Tu veux apprendre bien.
ami vouloir ami apprendre bien,Mon ami veut apprendre bien.
nous voulons nous apprendre bien,Nous apprenons bien.
oui moi aimer moi,Oui j'aime !
non moi non aimer moi,Non je n'aime pas !
moi bonjour,Moi bonjour.
tu bonjour,Toi bonjour.
ami bonjour,Mon ami bonjour.
moi au revoir,Moi au revoir.
tu au revoir,Toi au revoir.
ami au revoir,Mon ami au revoir.
comment moi boire,Comment je bois ?
comment moi aimer,Comment j'aime ?
comment moi vouloir,Comment je veux ?
comment moi donner,Comment je donne ?
comment moi attendre,Comment j'attends ?
comment tu vouloir,Comment tu veux ?
comment tu donner,Comment tu donnes ?
comment nous manger,Comment nous mangeons ?
comment nous boire,Comment nous buvons ?
comment nous comprendre,Comment nous comprenons ?
comment nous aimer,Comment nous aimons ?
comment nous vouloir,Comment nous voulons ?
comment nous donner,Comment nous donnons ?
comment nous attendre,Comment nous attendons ?
comment ami boire,Comment mon ami boit ?
comment ami comprendre,Comment mon ami comprend ?
comment ami changer,Comment mon ami change ?
comment ami aimer,Comment mon ami aime ?
comment ami vouloir,Comment mon ami veut ?
comment ami donner,Comment mon ami donne ?
comment ami attendre,Comment mon ami attend ?
comment bebe manger,Comment le bébé mange ?
comment bebe boire,Comment le bébé boit ?
comment bebe aller,Comment le bébé part ?
comment bebe apprendre,Comment le bébé apprend ?
comment bebe comprendre,Comment le bébé comprend ?
comment bebe changer,Comment le bébé change ?
comment bebe aimer,Comment le bébé aime ?
comment bebe vouloir,Comment le bébé veut ?
comment bebe donner,Comment le bébé donne ?
comment bebe attendre,Comment le bébé attend ?
comment chat manger,Comment le chat mange ?
comment chat boire,Comment le chat boit ?
comment chat aller,Comment le chat part ?
comment chat apprendre,Comment le chat apprend ?
comment chat comprendre,Comment le chat comprend ?
comment chat changer,Comment le chat change ?
comment chat aimer,Comment le chat aime ?
comment chat vouloir,Comment le chat veut ?
comment chat donner,Comment le chat donne ?
comment chat attendre,Comment le chat attend ?
comment moi non manger,Comment je ne mange pas ?
comment moi non boire,Comment je ne bois pas ?
comment moi non aller,Comment je ne pars pas ?
comment moi non apprendre,Comment je n'apprends pas ?
comment moi non comprendre,Comment je ne comprends pas ?
comment moi non changer,Comment je ne change pas ?
comment moi non aimer,Comment je n'aime pas ?
comment moi non vouloir,Comment je ne veux pas ?
comment moi non donner,Comment je ne donne pas ?
comment moi non attendre,Comment je n'attends pas ?
comment tu non manger,Comment tu ne manges pas ?
comment tu non boire,Comment tu ne bois pas ?
comment tu non aller,Comment tu ne pars pas ?
comment tu non apprendre,Comment tu n'apprends pas ?
comment tu non comprendre,Comment tu ne comprends pas ?
comment tu non changer,Comment tu ne changes pas ?
comment tu non aimer,Comment tu n'aimes pas ?
comment tu non vouloir,Comment tu ne veux pas ?
comment tu non donner,Comment tu ne donnes pas ?
comment tu non attendre,Comment tu n'attends pas ?
comment nous non manger,Comment nous ne mangeons pas ?
comment nous non boire,Comment nous ne buvons pas ?
comment nous non aller,Comment nous ne partons pas ?
comment nous non apprendre,Comment nous n'apprenons pas ?
comment nous non comprendre,Comment nous ne comprenons pas ?
comment nous non changer,Comment nous ne changeons pas ?
comment nous non aimer,Comment nous n'aimons pas ?
comment nous non vouloir,Comment nous ne voulons pas ?
comment nous non donner,Comment nous ne donnons pas ?
comment nous non attendre,Comment nous n'attendons pas ?
comment ami non manger,Comment mon ami ne mange pas ?
comment ami non boire,Comment mon ami ne boit pas ?
comment ami non aller,Comment mon ami ne part pas ?
comment ami non apprendre,Comment mon ami n'apprend pas ?
comment ami non comprendre,Comment mon ami ne comprend pas ?
comment ami non changer,Comment mon ami ne change pas ?
comment ami non aimer,Comment mon ami n'aime pas ?
comment ami non vouloir,Comment mon ami ne veut pas ?
comment ami non donner,Comment mon ami ne donne pas ?
comment ami non attendre,Comment mon ami n'attend pas ?
comment bebe non manger,Comment le bébé ne mange pas ?
comment bebe non boire,Comment le bébé ne boit pas ?
comment bebe non aller,Comment le bébé ne part pas ?
comment bebe non apprendre,Comment le bébé n'apprend pas ?
comment bebe non comprendre,Comment le bébé ne comprend pas ?
comment bebe non changer,Comment le bébé ne change pas ?
comment bebe non aimer,Comment le bébé n'aime pas ?
comment bebe non vouloir,Comment le bébé ne veut pas ?
comment bebe non donner,Comment le bébé ne donne pas ?
comment bebe non attendre,Comment le bébé n'attend pas ?
comment chat non manger,Comment le chat ne mange pas ?
comment chat non boire,Comment le chat ne boit pas ?
comment chat non aller,Comment le chat ne part pas ?
comment chat non apprendre,Comment le chat n'apprend pas ?
comment chat non comprendre,Comment le chat ne comprend pas ?
comment chat non changer,Comment le chat ne change pas ?
comment chat non aimer,Comment le chat n'aime pas ?
comment chat non vouloir,Comment le chat ne veut pas ?
comment chat non donner,Comment le chat ne donne pas ?
comment chat non attendre,Comment le chat n'attend pas ?
comment moi aimer bebe,Comment j'aime le bébé ?
comment moi aimer chat,Comment j'aime le chat ?
comment moi aimer amour,Comment j'aime de l'amour ?
comment moi attendre bebe,Comment j'attends le bébé ?
comment moi attendre chat,Comment j'attends le chat ?
comment moi vouloir aide,Comment je veux de l'aide ?
comment tu aimer ami,Comment tu aimes mon ami ?
comment tu aimer bebe,Comment tu aimes le bébé ?
comment tu attendre ami,Comment tu attends mon ami ?
comment nous aimer ami,Comment nous aimons mon ami ?
comment ami aimer bebe,Comment mon ami aime le bébé ?
comment ami attendre bebe,Comment mon ami attend le bébé ?
comment bebe aimer chat,Comment le bébé aime le chat ?
comment chat aimer bebe,Comment le chat aime le bébé ?
ami vouloir comprendre,Mon ami veut comprendre.
ami vouloir aimer,Mon ami veut aimer.
ami vouloir donner,Mon ami veut donner.
ami vouloir attendre,Mon ami veut attendre.
bebe vouloir manger,Le bébé veut manger.
bebe vouloir boire,Le bébé veut boire.
bebe vouloir aller,Le bébé veut aller.
bebe vouloir apprendre,Le bébé veut apprendre.
bebe vouloir comprendre,Le bébé veut comprendre.
bebe vouloir changer,Le bébé veut changer.
bebe vouloir aimer,Le bébé veut aimer.
bebe vouloir donner,Le bébé veut donner.
bebe vouloir attendre,Le bébé veut attendre.
chat vouloir manger,Le chat veut manger.
chat vouloir boire,Le chat veut boire.
chat vouloir aller,Le chat veut aller.
chat vouloir apprendre,Le chat veut apprendre.
chat vouloir comprendre,Le chat veut comprendre.
chat vouloir changer,Le chat veut changer.
chat vouloir aimer,Le chat veut aimer.
chat vouloir donner,Le chat veut donner.
chat vouloir attendre,Le chat veut attendre.
nous non vouloir manger,Nous ne voulons pas manger.
nous non vouloir boire,Nous ne voulons pas boire.
nous non vouloir apprendre,Nous ne voulons pas apprendre.
nous non vouloir comprendre,Nous ne voulons pas comprendre.
nous non vouloir aimer,Nous ne voulons pas aimer.
nous non vouloir donner,Nous ne voulons pas donner.
nous non vouloir attendre,Nous ne voulons pas attendre.
ami non vouloir manger,Mon ami ne veut pas manger.
ami non vouloir boire,Mon ami ne veut pas boire.
ami non vouloir apprendre,Mon ami ne veut pas apprendre.
ami non vouloir comprendre,Mon ami ne veut pas comprendre.
ami non vouloir changer,Mon ami ne veut pas changer.
ami non vouloir aimer,Mon ami ne veut pas aimer.
ami non vouloir donner,Mon ami ne veut pas donner.
bebe non vouloir manger,Le bébé ne veut pas manger.
bebe non vouloir boire,Le bébé ne veut pas boire.
bebe non vouloir aller,Le bébé ne veut pas aller.
bebe non vouloir apprendre,Le bébé ne veut pas apprendre.
bebe non vouloir comprendre,Le bébé ne veut pas comprendre.
bebe non vouloir changer,Le bébé ne veut pas changer.
bebe non vouloir aimer,Le bébé ne veut pas aimer.
bebe non vouloir donner,Le bébé ne veut pas donner.
bebe non vouloir attendre,Le bébé ne veut pas attendre.
chat non vouloir manger,Le chat ne veut pas manger.
chat non vouloir boire,Le chat ne veut pas boire.
chat non vouloir aller,Le chat ne veut pas aller.
chat non vouloir apprendre,Le chat ne veut pas apprendre.
chat non vouloir comprendre,Le chat ne veut pas comprendre.
chat non vouloir changer,Le chat ne veut pas changer.
chat non vouloir aimer,Le chat ne veut pas aimer.
chat non vouloir donner,Le chat ne veut pas donner.
chat non vouloir attendre,Le chat ne veut pas attendre.
moi vouloir manger bien,Je veux manger bien.
moi vouloir boire bien,Je veux boire bien.
moi vouloir aller bien,Je veux aller bien.
moi vouloir aimer bien,Je veux aimer bien.
moi vouloir donner bien,Je veux donner bien.
moi vouloir attendre bien,Je veux attendre bien.
tu vouloir manger bien,Tu veux manger bien.
tu vouloir manger bientot,Tu veux manger bientôt.
tu vouloir boire bien,Tu veux boire bien.
tu vouloir aller bientot,Tu veux aller bientôt.
tu vouloir attendre ici,Tu veux attendre ici.
nous vouloir manger bien,Nous voulons manger bien.
nous vouloir changer bientot,Nous voulons changer bientôt.
nous vouloir aller bientot,Nous voulons aller bientôt.
ami vouloir manger bientot,Mon ami veut manger bientôt.
ami vouloir boire ici,Mon ami veut boire ici.
ami vouloir aller bientot,Mon ami veut aller bientôt.
bebe vouloir manger bien,Le bébé veut manger bien.
bebe vouloir boire ici,Le bébé veut boire ici.
chat vouloir manger bien,Le chat veut manger bien.
chat vouloir aller bientot,Le chat veut aller bientôt.
moi vouloir manger avec nous,Je veux manger avec nous.
moi vouloir boire avec nous,Je veux boire avec nous.
moi vouloir aller avec nous,Je veux aller avec nous.
moi vouloir apprendre avec nous,Je veux apprendre avec nous.
tu vouloir manger avec ami,Tu veux manger avec mon ami.
tu vouloir boire avec ami,Tu veux boire avec mon ami.
nous vouloir manger avec ami,Nous voulons manger avec mon ami.
ami vouloir manger avec nous,Mon ami veut manger avec nous.
ami vouloir aller avec nous,Mon ami veut aller avec nous.
bebe vouloir manger avec ami,Le bébé veut manger avec mon ami.
chat vouloir manger avec ami,Le chat veut manger avec mon ami.
moi aimer nous,J'aime nous.
bebe aimer amour,Le bébé aime de l'amour.
chat aimer ami,Le chat aime mon ami.
chat aimer amour,Le chat aime de l'amour.
chat aimer moi,Le chat m'aime.
chat aimer tu,Le chat t'aime.
moi non aimer nous,Je n'aime pas nous.
nous non aimer ami,Nous n'aimons pas mon ami.
nous non aimer chat,Nous n'aimons pas le chat.
ami non aimer bebe,Mon ami n'aime pas le bébé.
bebe non aimer chat,Le bébé n'aime pas le chat.
chat non aimer bebe,Le chat n'aime pas le bébé.
tu aimer ami bien,Tu aimes mon ami bien.
nous aimer ami bien,Nous aimons mon ami bien.
bebe aimer chat bien,Le bébé aime le chat bien.
moi aimer ami avec nous,J'aime mon ami avec nous.
tu aimer chat avec nous,Tu aimes le chat avec nous.
nous aimer ami avec bebe,Nous aimons mon ami avec le bébé.
tu aimer bebe bientot,Tu aimes le bébé bientôt.
moi non aimer chat bien,Je n'aime pas le chat bien.
tu non aimer ami bien,Tu n'aimes pas mon ami bien.
nous non aimer chat bien,Nous n'aimons pas le chat bien.
moi attendre chat,J'attends le chat.
moi attendre nous,J'attends nous.
tu attendre chat,Tu attends le chat.
tu attendre nous,Tu attends nous.
nous attendons chat,Nous attendons le chat.
ami attendre chat,Mon ami attend le chat.
bebe attendre ami,Le bébé attend mon ami.
bebe attendre chat,Le bébé attend le chat.
chat attendre ami,Le chat attend mon ami.
chat attendre bebe,Le chat attend le bébé.
chat attendre nous,Le chat attend nous.
bebe attendre moi,Le bébé m'attend.
bebe attendre tu,Le bébé t'attend.
chat attendre tu,Le chat t'attend.
tu non attendre bebe,Tu n'attends pas le bébé.
ami non attendre bebe,Mon ami n'attend pas le bébé.
ami non attendre nous,Mon ami n'attend pas nous.
bebe non attendre chat,Le bébé n'attend pas le chat.
chat non attendre ami,Le chat n'attend pas mon ami.
tu non attendre moi,Tu ne m'attends pas.
moi attendre chat bientot,J'attends le chat bientôt.
tu attendre ami bien,Tu attends mon ami bien.
tu attendre bebe ici,Tu attends le bébé ici.
nous attendre ami bientot,Nous attendons mon ami bientôt.
ami attendre bebe bien,Mon ami attend le bébé bien.
ami attendre nous ici,Mon ami attend nous ici.
bebe attendre ami bien,Le bébé attend mon ami bien.
chat attendre ami bientot,Le chat attend mon ami bientôt.
moi attendre bebe avec ami,J'attends le bébé avec mon ami.
tu attendre ami avec nous,Tu attends mon ami avec nous.
nous attendre ami avec bebe,Nous attendons mon ami avec le bébé.
