signs,sentence
chat boire bien,Le chat boit bien.
chat boire ici,Le chat boit ici.
chat aller avec moi,Le chat vient avec moi.
chat aller avec ami,Le chat vient avec l'ami.
chat aller bientot,Le chat part bientôt.
chat non manger ici,Le chat ne mange pas ici.
chat non boire ici,Le chat ne boit pas ici.
bonjour chat,Bonjour le chat.
merci chat,Merci le chat.
moi aimer chat bien,J'aime vraiment le chat.
tu aimer chat bien,Tu aimes vraiment le chat.
moi donner aide,Je donne de l'aide.
tu donner aide,Tu donnes de l'aide.
nous donner aide,Nous donnons de l'aide.
ami donner aide,Mon ami donne de l'aide.
moi donner aide ami,Je donne de l'aide à mon ami.
tu donner aide ami,Tu donnes de l'aide à mon ami.
nous donner aide ami,Nous donnons de l'aide à notre ami.
ami donner aide moi,Mon ami me donne de l'aide.
ami donner aide tu,Mon ami te donne de l'aide.
moi donner aide bebe,Je donne de l'aide au bébé.
tu donner aide bebe,Tu donnes de l'aide au bébé.
ami donner aide bebe,Mon ami donne de l'aide au bébé.
nous donner aide bebe,Nous donnons de l'aide au bébé.
moi donner amour ami,Je donne de l'amour à mon ami.
moi donner amour bebe,Je donne de l'amour au bébé.
ami donner amour moi,Mon ami me donne de l'amour.
tu donner amour moi,Tu me donnes de l'amour.
moi non donner aide,Je ne donne pas d'aide.
tu non donner aide,Tu ne donnes pas d'aide.
ami non donner aide,Mon ami ne donne pas d'aide.
nous non donner aide,Nous ne donnons pas d'aide.
moi donner aide bientot,Je donne de l'aide bientôt.
moi donner aide ici,Je donne de l'aide ici.
nous donner aide ici,Nous donnons de l'aide ici.
aujourd hui moi donner aide ami,"Aujourd'hui, je donne de l'aide à mon ami."
aujourd hui tu donner aide,"Aujourd'hui, tu donnes de l'aide."
aujourd hui ami donner aide,"Aujourd'hui, mon ami donne de l'aide."
moi attendre,J'attends.
tu attendre,Tu attends.
nous attendre,Nous attendons.
ami attendre,Mon ami attend.
moi attendre ami,J'attends mon ami.
tu attendre moi,Tu m'attends.
tu attendre ami,Tu attends mon ami.
nous attendre ami,Nous attendons notre ami.
ami attendre moi,Mon ami m'attend.
ami attendre nous,Mon ami nous attend.
moi non attendre,Je n'attends pas.
tu non attendre,Tu n'attends pas.
ami non attendre,Mon ami n'attend pas.
nous non attendre ami,Nous n'attendons pas notre ami.
moi attendre ami ici,J'attends mon ami ici.
tu attendre moi ici,Tu m'attends ici.
ami attendre moi ici,Mon ami m'attend ici.
moi attendre ami bientot,J'attends mon ami bientôt.
tu attendre moi bientot,Tu m'attends bientôt.
ami attendre moi bientot,Mon ami m'attend bientôt.
aujourd hui moi attendre ami,"Aujourd'hui, j'attends mon ami."
aujourd hui tu attendre moi,"Aujourd'hui, tu m'attends."
aujourd hui ami attendre moi,"Aujourd'hui, mon ami m'attend."
moi non attendre ami ici,Je n'attends pas mon ami ici.
tu non attendre moi ici,Tu ne m'attends pas ici.
moi attendre avec ami,J'attends avec mon ami.
nous attendre ici,Nous attendons ici.
nous attendre bientot,Nous attendons bientôt.
moi apprendre,J'apprends.
tu apprendre,Tu apprends.
nous apprendre,Nous apprenons.
ami apprendre,Mon ami apprend.
moi comprendre,Je comprends.
tu comprendre,Tu comprends.
nous comprendre,Nous comprenons.
ami comprendre,Mon ami comprend.
moi apprendre bien,J'apprends bien.
moi apprendre ici,J'apprends ici.
moi apprendre bientot,J'apprends bientôt.
moi apprendre avec ami,J'apprends avec mon ami.
tu apprendre avec moi,Tu apprends avec moi.
nous apprendre ici,Nous apprenons ici.
nous apprendre bien,Nous apprenons bien.
nous apprendre bientot,Nous apprenons bientôt.
nous apprendre avec ami,Nous apprenons avec notre ami.
ami apprendre ici,Mon ami apprend ici.
ami apprendre bien,Mon ami apprend bien.
ami apprendre bientot,Mon ami apprend bientôt.
moi non apprendre,Je n'apprends pas.
tu non apprendre,Tu n'apprends pas.
nous non apprendre,Nous n'apprenons pas.
ami non apprendre,Mon ami n'apprend pas.
moi comprendre bien,Je comprends bien.
moi comprendre ici,Je comprends ici.
moi comprendre bientot,Je comprends bientôt.
moi non comprendre bien,Je ne comprends pas bien.
tu non comprendre,Tu ne comprends pas.
nous non comprendre,Nous ne comprenons pas.
ami non comprendre,Mon ami ne comprend pas.
aujourd hui moi apprendre bien,"Aujourd'hui, j'apprends bien."
aujourd hui tu apprendre bien,"Aujourd'hui, tu apprends bien."
aujourd hui nous apprendre bien,"Aujourd'hui, nous apprenons bien."
aujourd hui ami apprendre bien,"Aujourd'hui, mon ami apprend bien."
merci tu apprendre,"Merci, tu apprends."
merci ami apprendre,"Merci, mon ami apprend."
oui moi apprendre bien,"Oui, j'apprends bien."
oui tu comprendre,"Oui, tu comprends."
non moi non comprendre bien,"Non, je ne comprends pas bien."
moi changer,Je change.
tu changer,Tu changes.
nous changer,Nous changeons.
ami changer,Mon ami change.
moi changer bien,Je change bien.
moi changer bientot,Je change bientôt.
tu changer bientot,Tu changes bientôt.
nous changer bientot,Nous changeons bientôt.
ami changer bientot,Mon ami change bientôt.
moi changer aujourd hui,Je change aujourd'hui.
tu changer aujourd hui,Tu changes aujourd'hui.
nous changer aujourd hui,Nous changeons aujourd'hui.
ami changer aujourd hui,Mon ami change aujourd'hui.
moi non changer,Je ne change pas.
tu non changer,Tu ne changes pas.
nous non changer,Nous ne changeons pas.
ami non changer,Mon ami ne change pas.
moi non changer bientot,Je ne change pas bientôt.
oui moi changer,"Oui, je change."
oui moi changer bientot,"Oui, je change bientôt."
non moi non changer,"Non, je ne change pas."
moi vouloir changer,Je veux changer.
tu vouloir changer,Tu veux changer.
nous vouloir changer,Nous voulons changer.
ami vouloir changer,Mon ami veut changer.
moi aimer changer,J'aime changer.
moi non vouloir changer aujourd hui,Je ne veux pas changer aujourd'hui.
moi aller,Je pars.
tu aller,Tu pars.
nous aller,Nous partons.
ami aller,Mon ami part.
bebe aller,Le bébé part.
chat aller,Le chat part.
moi aller bien,Je pars bien.
moi aller ici,Je vais ici.
tu aller ici,Tu vas ici.
nous aller ici,Nous allons ici.
ami aller ici,Mon ami va ici.
moi aller bientot,Je pars bientôt.
tu aller bientot,Tu pars bientôt.
nous aller bientot,Nous partons bientôt.
ami aller bientot,Mon ami part bientôt.
moi aller ici bientot,Je vais ici bientôt.
tu aller ici bientot,Tu vas ici bientôt.
moi aller avec ami,Je pars avec mon ami.
tu aller avec moi,Tu pars avec moi.
nous aller avec ami,Nous partons avec notre ami.
ami aller avec moi,Mon ami part avec moi.
ami aller avec tu,Mon ami part avec toi.
moi non aller,Je ne pars pas.
tu non aller,Tu ne pars pas.
nous non aller,Nous ne partons pas.
ami non aller,Mon ami ne part pas.
moi non aller ici,Je ne vais pas ici.
ami non aller ici,Mon ami ne va pas ici.
moi non aller avec ami,Je ne pars pas avec mon ami.
oui moi aller ici,"Oui, je vais ici."
oui tu aller ici,"Oui, tu vas ici."
non moi non aller ici,"Non, je ne vais pas ici."
aujourd hui moi aller ici,"Aujourd'hui, je vais ici."
aujourd hui tu aller ici,"Aujourd'hui, tu vas ici."
aujourd hui ami aller ici,"Aujourd'hui, mon ami va ici."
aujourd hui moi aller avec ami,"Aujourd'hui, je pars avec mon ami."
aujourd hui nous aller avec ami,"Aujourd'hui, nous partons avec notre ami."
moi manger,Je mange.
tu manger,Tu manges.
nous manger,Nous mangeons.
ami manger,Mon ami mange.
bebe manger,Le bébé mange.
chat manger,Le chat mange.
moi manger bien,Je mange bien.
moi manger ici,Je mange ici.
moi manger bientot,Je mange bientôt.
moi manger avec ami,Je mange avec mon ami.
tu manger avec moi,Tu manges avec moi.
nous manger ici,Nous mangeons ici.
nous manger bientot,Nous mangeons bientôt.
ami manger ici,Mon ami mange ici.
ami manger bientot,Mon ami mange bientôt.
bebe manger bien,Le bébé mange bien.
chat manger ici,Le chat mange ici.
moi non manger,Je ne mange pas.
tu non manger,Tu ne manges pas.
nous non manger,Nous ne mangeons pas.
ami non manger,Mon ami ne mange pas.
moi non manger ici,Je ne mange pas ici.
ami non manger ici,Mon ami ne mange pas ici.
oui moi manger,"Oui, je mange."
oui nous manger bien,"Oui, nous mangeons bien."
non moi non manger,"Non, je ne mange pas."
moi boire,Je bois.
tu boire,Tu bois.
nous boire,Nous buvons.
ami boire,Mon ami boit.
bebe boire,Le bébé boit.
chat boire,Le chat boit.
moi boire bien,Je bois bien.
moi boire ici,Je bois ici.
moi boire bientot,Je bois bientôt.
moi boire avec ami,Je bois avec mon ami.
tu boire avec moi,Tu bois avec moi.
nous boire ici,Nous buvons ici.
ami boire ici,Mon ami boit ici.
bebe boire bien,Le bébé boit bien.
moi non boire,Je ne bois pas.
tu non boire,Tu ne bois pas.
nous non boire,Nous ne buvons pas.
ami non boire,Mon ami ne boit pas.
oui moi boire,"Oui, je bois."
non moi non boire,"Non, je ne bois pas."
moi vouloir aide,Je veux de l'aide.
tu vouloir aide,Tu veux de l'aide.
nous vouloir aide,Nous voulons de l'aide.
ami vouloir aide,Mon ami veut de l'aide.
moi non vouloir aide,Je ne veux pas d'aide.
tu non vouloir aide,Tu ne veux pas d'aide.
nous non vouloir aide,Nous ne voulons pas d'aide.
ami non vouloir aide,Mon ami ne veut pas d'aide.
moi donner aide ami,Je donne de l'aide à mon ami.
moi donner aide bebe,Je donne de l'aide au bébé.
tu donner aide moi,Tu me donnes de l'aide.
ami donner aide moi,Mon ami me donne de l'aide.
nous donner aide ami,Nous donnons de l'aide à notre ami.
moi attendre aide,J'attends de l'aide.
moi vouloir aide ici,Je veux de l'aide ici.
moi vouloir aide bientot,Je veux de l'aide bientôt.
moi vouloir aide aujourd hui,Je veux de l'aide aujourd'hui.
tu vouloir aide aujourd hui,Tu veux de l'aide aujourd'hui.
oui moi vouloir aide,"Oui, je veux de l'aide."
non moi non vouloir aide,"Non, je ne veux pas d'aide."
merci aide,Merci pour l'aide.
merci tu aide,Merci pour ton aide.
merci ami aide,Merci pour l'aide de mon ami.
bonjour moi vouloir aide,"Bonjour, je veux de l'aide."
comment tu vouloir aide,Comment veux-tu de l'aide ?
moi non comprendre vouloir aide,"Je ne comprends pas, je veux de l'aide."
moi aimer ami,J'aime mon ami.
moi aimer amour,J'aime l'amour.
moi aimer bebe,J'aime le bébé.
moi aimer chat,J'aime le chat.
moi aimer manger,J'aime manger.
moi aimer boire,J'aime boire.
moi aimer aller,J'aime partir.
moi aimer apprendre,J'aime apprendre.
moi non aimer,Je n'aime pas.
moi non aimer ami,Je n'aime pas mon ami.
moi non aimer amour,Je n'aime pas l'amour.
moi non aimer chat,Je n'aime pas le chat.
tu aimer ami,Tu aimes ton ami.
tu aimer amour,Tu aimes l'amour.
tu aimer bebe,Tu aimes le bébé.
tu aimer chat,Tu aimes le chat.
tu aimer moi,Tu m'aimes.
tu aimer manger,Tu aimes manger.
tu aimer apprendre,Tu aimes apprendre.
tu non aimer,Tu n'aimes pas.
tu non aimer chat,Tu n'aimes pas le chat.
nous aimer ami,Nous aimons notre ami.
nous aimer amour,Nous aimons l'amour.
nous aimer bebe,Nous aimons le bébé.
nous aimer chat,Nous aimons le chat.
nous aimer manger,Nous aimons manger.
nous aimer apprendre,Nous aimons apprendre.
nous aimer aller,Nous aimons partir.
nous non aimer,Nous n'aimons pas.
ami aimer moi,Mon ami m'aime.
ami aimer tu,Mon ami t'aime.
ami aimer amour,Mon ami aime l'amour.
ami aimer bebe,Mon ami aime le bébé.
ami aimer chat,Mon ami aime le chat.
ami aimer manger,Mon ami aime manger.
ami aimer apprendre,Mon ami aime apprendre.
ami non aimer,Mon ami n'aime pas.
ami non aimer chat,Mon ami n'aime pas le chat.
moi vouloir ami,Je veux un ami.
moi vouloir amour,Je veux de l'amour.
moi vouloir bebe,Je veux un bébé.
moi vouloir chat,Je veux un chat.
moi vouloir manger,Je veux manger.
moi vouloir boire,Je veux boire.
moi vouloir aller,Je veux partir.
moi vouloir apprendre,Je veux apprendre.
moi vouloir comprendre,Je veux comprendre.
moi vouloir changer,Je veux changer.
moi non vouloir,Je ne veux pas.
moi non vouloir ami,Je ne veux pas d'ami.
moi non vouloir chat,Je ne veux pas de chat.
moi non vouloir manger,Je ne veux pas manger.
moi non vouloir aller,Je ne veux pas partir.
tu vouloir ami,Tu veux un ami.
tu vouloir amour,Tu veux de l'amour.
tu vouloir chat,Tu veux un chat.
tu vouloir manger,Tu veux manger.
tu vouloir boire,Tu veux boire.
tu vouloir aller,Tu veux partir.
tu vouloir apprendre,Tu veux apprendre.
tu non vouloir,Tu ne veux pas.
tu non vouloir manger,Tu ne veux pas manger.
tu non vouloir aller,Tu ne veux pas partir.
nous vouloir amour,Nous voulons de l'amour.
nous vouloir manger,Nous voulons manger.
nous vouloir boire,Nous voulons boire.
nous vouloir aller,Nous voulons partir.
nous vouloir apprendre,Nous voulons apprendre.
nous vouloir changer,Nous voulons changer.
nous non vouloir,Nous ne voulons pas.
nous non vouloir aller,Nous ne voulons pas partir.
ami vouloir amour,Mon ami veut de l'amour.
ami vouloir chat,Mon ami veut un chat.
ami vouloir manger,Mon ami veut manger.
ami vouloir aller,Mon ami veut partir.
ami vouloir apprendre,Mon ami veut apprendre.
ami non vouloir,Mon ami ne veut pas.
ami non vouloir aller,Mon ami ne veut pas partir.
moi vouloir aller aujourd hui,Je veux partir aujourd'hui.
tu vouloir aller aujourd hui,Tu veux partir aujourd'hui.
nous vouloir aller aujourd hui,Nous voulons partir aujourd'hui.
ami vouloir aller aujourd hui,Mon ami veut partir aujourd'hui.
moi vouloir manger aujourd hui,Je veux manger aujourd'hui.
tu vouloir manger aujourd hui,Tu veux manger aujourd'hui.
nous vouloir manger aujourd hui,Nous voulons manger aujourd'hui.
moi vouloir boire aujourd hui,Je veux boire aujourd'hui.
moi vouloir apprendre bientot,Je veux apprendre bientôt.
tu vouloir apprendre bientot,Tu veux apprendre bientôt.
nous vouloir apprendre bientot,Nous voulons apprendre bientôt.
ami vouloir apprendre bientot,Mon ami veut apprendre bientôt.
moi aimer aller bientot,J'aime partir bientôt.
moi aimer manger aujourd hui,J'aime manger aujourd'hui.
comment tu aller avec ami,Comment vas-tu avec ton ami ?
comment tu apprendre ici,Comment apprends-tu ici ?
comment tu manger bien,Comment manges-tu bien ?
comment moi apprendre bien,Comment est-ce que j'apprends bien ?
comment nous apprendre bien,Comment apprenons-nous bien ?
comment ami apprendre ici,Comment mon ami apprend-il ici ?
comment moi comprendre tu,Comment est-ce que je te comprends ?
comment tu comprendre moi,Comment me comprends-tu ?
comment moi donner aide ami,Comment est-ce que je donne de l'aide à mon ami ?
comment tu donner aide bebe,Comment donnes-tu de l'aide au bébé ?
comment moi aller ici,Comment est-ce que je vais ici ?
comment tu aller ici,Comment vas-tu ici ?
comment nous aller ici,Comment allons-nous ici ?
comment moi attendre ami,Comment est-ce que j'attends mon ami ?
comment ami donner aide,Comment mon ami donne-t-il de l'aide ?
comment tu aimer chat,Comment aimes-tu le chat ?
comment moi aimer ami,Comment est-ce que j'aime mon ami ?
comment nous changer bientot,Comment changeons-nous bientôt ?
nous manger avec ami,Nous mangeons avec notre ami.
nous manger avec tu,Nous mangeons avec toi.
nous boire avec ami,Nous buvons avec notre ami.
nous apprendre avec ami,Nous apprenons avec notre ami.
nous aller bientot avec ami,Nous partons bientôt avec notre ami.
nous changer avec ami,Nous changeons avec notre ami.
nous aimer manger,Nous aimons manger.
nous aimer boire,Nous aimons boire.
nous aimer apprendre,Nous aimons apprendre.
nous aimer aller,Nous aimons partir.
nous aimer changer,Nous aimons changer.
nous non aimer changer,Nous n'aimons pas changer.
nous non aimer aller,Nous n'aimons pas partir.
nous aimer manger ici,Nous aimons manger ici.
nous aimer apprendre ici,Nous aimons apprendre ici.
nous aimer manger avec ami,Nous aimons manger avec notre ami.
nous aimer aller avec ami,Nous aimons aller avec notre ami.
aujourd hui nous vouloir aller avec ami,"Aujourd'hui, nous voulons aller avec notre ami."
aujourd hui nous vouloir apprendre bien,"Aujourd'hui, nous voulons apprendre."
aujourd hui nous aimer ami,"Aujourd'hui, nous aimons notre ami."
aujourd hui nous donner aide,"Aujourd'hui, nous donnons de l'aide."
aujourd hui nous attendre ami,"Aujourd'hui, nous attendons notre ami."
ami manger avec moi,Mon ami mange avec moi.
ami manger avec tu,Mon ami mange avec toi.
ami boire avec moi,Mon ami boit avec moi.
ami boire avec tu,Mon ami boit avec toi.
ami apprendre avec moi,Mon ami apprend avec moi.
ami apprendre avec tu,Mon ami apprend avec toi.
ami aller avec moi bientot,Mon ami part avec moi bientôt.
ami aller ici bientot,Mon ami va ici bientôt.
ami aller avec nous,Mon ami part avec nous.
ami aimer manger,Mon ami aime manger.
ami aimer boire,Mon ami aime boire.
ami aimer apprendre,Mon ami aime apprendre.
ami aimer aller,Mon ami aime partir.
ami non aimer manger,Mon ami n'aime pas manger.
ami non aimer aller,Mon ami n'aime pas partir.
ami aimer manger avec moi,Mon ami aime manger avec moi.
